Survived,Sex,Age,SibSp,Parch,Fare,AgeBand,Embarked_filled,CabinKnown,Age_imputed,Age_cap,Fare_cap,Fare_log1p,FamilySize,IsAlone,Sex_bin,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_cap_z,Fare_cap_z,Fare_log1p_z,SibSp_z,Parch_z,FamilySize_z
0,male,24.0,0,0,7.05,18-29,S,0,24.0,24.0,7.05,2.0856720914304723,1,1,0,False,True,False,True,False,True,False,False,-0.38457922615994905,-0.8303227815333896,-0.9050797531497118,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,35.0,0,0,21.0,30-44,S,0,35.0,35.0,21.0,3.091042453358316,1,1,1,True,False,False,True,True,False,False,False,0.4798469060919123,-0.14884193215689093,0.1329851701219792,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,22.0,0,0,7.25,18-29,S,0,22.0,22.0,7.25,2.1102132003465894,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.8205524467753036,-0.8797405693934278,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,30.0,0,0,13.0,30-44,S,0,30.0,30.0,13.0,2.6390573296152584,1,1,0,True,False,False,True,False,True,False,False,0.08692593688652077,-0.539655322480331,-0.3336984726090336,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,1,0,7.75,,Q,0,25.0,25.0,7.75,2.169053700369523,2,0,0,False,True,True,False,False,True,False,False,-0.30599503231887076,-0.7961266098800885,-0.8189865811572414,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,31.0,1,0,113.275,30-44,C,1,31.0,31.0,65.6344,4.738607824217808,2,0,1,False,False,False,False,True,False,False,False,0.16551013072759907,2.0316232164746784,1.834129231109428,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,27.0,0,0,7.925,18-29,S,0,27.0,27.0,7.925,2.188856327665703,1,1,1,False,True,False,True,True,False,False,False,-0.14882664463671416,-0.7875775669667633,-0.798539974052802,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,42.0,1,0,27.0,30-44,S,0,42.0,42.0,27.0,3.332204510175204,2,0,0,True,False,False,True,False,True,False,False,1.0299362629794604,0.1442681105856891,0.3819897971587497,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,32.0,0,0,76.2917,30-44,C,1,32.0,32.0,65.6344,4.347586575960343,1,1,1,False,False,False,False,True,False,False,False,0.24409432456867738,2.0316232164746784,1.4303920040723752,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,30.0,0,0,10.5,30-44,S,0,30.0,30.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,0.08692593688652077,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,16.0,0,0,8.05,10-17,S,0,16.0,16.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-1.0132527768885755,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,27.0,0,0,13.0,18-29,S,0,27.0,27.0,13.0,2.6390573296152584,1,1,0,True,False,False,True,False,True,False,False,-0.14882664463671416,-0.539655322480331,-0.3336984726090336,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,51.0,0,0,8.05,45-59,S,0,51.0,51.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,1.7371940075491652,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,7.8958,,S,0,25.0,25.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,38.0,1,0,90.0,30-44,S,1,38.0,38.0,65.6344,4.51085950651685,2,0,0,False,False,False,True,False,True,False,False,0.7155994876151472,2.0316232164746784,1.5989745568795648,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,22.0,0,0,9.35,18-29,S,0,22.0,22.0,9.35,2.336986519711378,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.7179639318154005,-0.6455926003653025,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,19.0,0,0,10.5,18-29,S,0,19.0,19.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,-0.7775001953653405,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,20.5,0,0,7.25,18-29,S,0,20.5,20.5,7.25,2.1102132003465894,1,1,0,False,True,False,True,False,True,False,False,-0.6596239046037231,-0.8205524467753036,-0.8797405693934278,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,18.0,0,0,13.0,18-29,S,0,18.0,18.0,13.0,2.6390573296152584,1,1,0,True,False,False,True,False,True,False,False,-0.8560843892064189,-0.539655322480331,-0.3336984726090336,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,,3,1,25.4667,,S,0,21.5,21.5,25.4667,3.275887339030031,5,0,1,False,True,False,True,True,False,False,False,-0.5810397107626448,0.06936383916282275,0.32384119624754826,2.2474704895351842,0.7676298785983874,1.9195639980971482
1,female,35.0,1,0,83.475,30-44,S,1,35.0,35.0,65.6344,4.436455632600354,2,0,1,False,False,False,True,False,False,True,False,0.4798469060919123,2.0316232164746784,1.5221510751129648,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,29.0,0,0,7.775,18-29,S,0,29.0,29.0,7.775,2.1719067693519296,1,1,0,False,True,False,True,False,True,False,False,0.008341743045442463,-0.7949053180353277,-0.8160407306065733,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,59.0,0,0,13.5,45-59,S,0,59.0,57.75,13.5,2.6741486494265287,1,1,0,True,False,False,True,False,True,False,False,2.267637315976444,-0.515229485585116,-0.29746598596845064,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,5.0,4,2,31.3875,0-9,S,0,5.0,5.0,31.3875,3.4777725458882283,7,0,1,False,True,False,True,True,False,False,False,-1.877678909140437,0.35860482934120075,0.5322916934007406,3.1548090514635256,2.0089333664952354,3.1598334123861687
0,male,24.0,0,0,10.5,18-29,S,0,24.0,24.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,-0.38457922615994905,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,,0,0,7.55,,S,0,21.5,21.5,7.55,2.145931282948669,1,1,1,False,True,False,True,True,False,False,False,-0.5810397107626448,-0.8058969446381745,-0.8428609376877135,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,44.0,1,0,26.0,30-44,S,0,44.0,44.0,26.0,3.295836866004329,2,0,0,True,False,False,True,False,True,False,False,1.187104650661617,0.0954164367952591,0.3444394801955362,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,8.0,0,2,26.25,0-9,S,0,8.0,8.0,26.25,3.305053521109253,3,0,1,True,False,False,True,True,False,False,False,-1.641926327617202,0.1076293552428666,0.35395586016517094,-0.47454519624983954,2.0089333664952354,0.6792945838081278
0,male,19.0,0,0,10.5,18-29,S,0,19.0,19.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,-0.7775001953653405,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,33.0,0,0,12.275,30-44,S,0,33.0,33.0,12.275,2.5858825671280026,1,1,0,True,False,False,True,False,True,False,False,0.3226785184097557,-0.5750727859783927,-0.3886024739916458,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,,1,0,14.4542,,C,0,21.5,21.5,14.4542,2.737880811060884,2,0,1,False,True,False,False,True,False,False,False,-0.5810397107626448,-0.46861521845428766,-0.23166125968823223,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,,1,0,15.5,,Q,0,21.5,21.5,15.5,2.803360380906535,2,0,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.417526138004256,-0.16405229962564447,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,29.0,0,0,10.5,18-29,S,0,29.0,29.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,0.008341743045442463,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,22.0,0,0,7.125,18-29,S,0,22.0,22.0,7.125,2.094945728215801,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.8266589059991073,-0.8955045384601199,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,30.0,0,0,7.225,30-44,C,0,30.0,30.0,7.225,2.1071782966514356,1,1,0,False,True,False,False,False,True,False,False,0.08692593688652077,-0.8217737386200644,-0.8828741679067217,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,44.0,2,0,90.0,30-44,Q,1,44.0,44.0,65.6344,4.51085950651685,3,0,0,False,False,True,False,False,False,False,True,1.187104650661617,2.0316232164746784,1.5989745568795648,1.340131927606843,-0.4736736092984604,0.6792945838081278
0,female,25.0,0,0,7.775,18-29,S,0,25.0,25.0,7.775,2.1719067693519296,1,1,1,False,True,False,True,True,False,False,False,-0.30599503231887076,-0.7949053180353277,-0.8160407306065733,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,24.0,0,2,14.5,18-29,S,0,24.0,24.0,14.5,2.740840023925201,3,0,1,True,False,False,True,False,False,True,False,-0.38457922615994905,-0.466377811794686,-0.2286058134653583,-0.47454519624983954,2.0089333664952354,0.6792945838081278
1,male,37.0,1,1,52.5542,30-44,S,1,37.0,37.0,52.5542,3.9806942251907276,3,0,0,False,False,False,True,False,True,False,False,0.637015293774069,1.3926335529610958,1.0515683442816504,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,54.0,1,0,26.0,45-59,S,0,54.0,54.0,26.0,3.295836866004329,2,0,0,True,False,False,True,False,False,False,True,1.9729465890724,0.0954164367952591,0.3444394801955362,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,,0,0,7.25,,S,0,25.0,25.0,7.25,2.1102132003465894,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.8205524467753036,-0.8797405693934278,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,29.0,1,1,10.4625,18-29,S,1,29.0,29.0,10.4625,2.4390808375825834,3,0,1,False,True,False,True,False,False,True,False,0.008341743045442463,-0.6636164447235471,-0.5401781836878246,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,62.0,0,0,26.55,60+,S,1,62.0,57.75,26.55,3.3160025355989236,1,1,0,False,False,False,True,False,True,False,False,2.267637315976444,0.12228485737999564,0.36526093570402607,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,30.0,1,0,16.1,30-44,S,0,30.0,30.0,16.1,2.8390784635086144,2,0,0,False,True,False,True,False,True,False,False,0.08692593688652077,-0.3882151337299979,-0.12717266791993012,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,female,41.0,0,2,20.2125,30-44,S,0,41.0,41.0,20.2125,3.0545906305603445,3,0,1,False,True,False,True,False,False,True,False,0.9513520691383821,-0.18731262526685463,0.09534793704965058,-0.47454519624983954,2.0089333664952354,0.6792945838081278
1,female,29.0,0,2,15.2458,18-29,C,0,29.0,29.0,15.2458,2.7878344138303452,3,0,1,False,True,False,False,False,False,True,False,0.008341743045442463,-0.42994423348178334,-0.1800831698720664,-0.47454519624983954,2.0089333664952354,0.6792945838081278
1,female,,0,0,79.2,,C,0,35.0,35.0,65.6344,4.384523514872469,1,1,1,False,False,False,False,False,False,True,False,0.4798469060919123,2.0316232164746784,1.4685301291949246,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,30.0,0,0,86.5,30-44,S,1,30.0,30.0,65.6344,4.471638793363569,1,1,1,False,False,False,True,True,False,False,False,0.08692593688652077,2.0316232164746784,1.5584783893656837,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,35.0,0,0,512.3292,30-44,C,0,35.0,35.0,65.6344,6.240917354759096,1,1,1,False,False,False,False,True,False,False,False,0.4798469060919123,2.0316232164746784,3.3852937438182273,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,50.0,0,1,26.0,45-59,S,0,50.0,50.0,26.0,3.295836866004329,2,0,1,True,False,False,True,False,False,True,False,1.658609813708087,0.0954164367952591,0.3444394801955362,-0.47454519624983954,0.7676298785983874,0.059159876663617626
0,male,,0,0,7.75,,Q,0,25.0,25.0,7.75,2.169053700369523,1,1,0,False,True,True,False,False,True,False,False,-0.30599503231887076,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,3.0,4,2,31.3875,0-9,S,0,3.0,3.0,31.3875,3.4777725458882283,7,0,0,False,True,False,True,False,False,False,False,-2.0348472968225937,0.35860482934120075,0.5322916934007406,3.1548090514635256,2.0089333664952354,3.1598334123861687
0,male,52.0,1,1,79.65,45-59,S,1,52.0,52.0,65.6344,4.390118804571218,3,0,0,False,False,False,True,False,True,False,False,1.8157782013902435,2.0316232164746784,1.4743073772537167,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,40.0,0,0,0.0,30-44,S,1,40.0,40.0,0.0,0.0,1,1,0,False,False,False,True,False,True,False,False,0.8727678752973038,-1.1747270817559212,-3.0585777291682934,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,,0,0,7.75,,Q,0,21.5,21.5,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,36.0,0,0,10.5,30-44,S,0,36.0,36.0,10.5,2.4423470353692043,1,1,0,True,False,False,True,False,True,False,False,0.5584310999329906,-0.661784506956406,-0.5368057694182641,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,16.0,4,1,39.6875,10-17,S,0,16.0,16.0,39.6875,3.705920919968788,6,0,0,False,True,False,True,False,True,False,False,-1.0132527768885755,0.7640737218017698,0.7678594338107121,3.1548090514635256,0.7676298785983874,2.5396987052416584
1,male,25.0,1,0,7.775,18-29,S,0,25.0,25.0,7.775,2.1719067693519296,2,0,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7949053180353277,-0.8160407306065733,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,58.0,0,1,153.4625,45-59,S,1,58.0,57.75,65.6344,5.039951348430309,2,0,1,False,False,False,True,False,False,True,False,2.267637315976444,2.0316232164746784,2.14527242190355,-0.47454519624983954,0.7676298785983874,0.059159876663617626
1,female,35.0,0,0,135.6333,30-44,S,1,35.0,35.0,65.6344,4.91730069488021,1,1,1,False,False,False,True,True,False,False,False,0.4798469060919123,2.0316232164746784,2.0186331792044068,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,31.0,,S,0,40.0,40.0,31.0,3.4657359027997265,1,1,0,False,False,False,True,False,True,False,False,0.8727678752973038,0.33967480574740916,0.5198636196706229,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,25.0,0,0,0.0,18-29,S,0,25.0,25.0,0.0,0.0,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-1.1747270817559212,-3.0585777291682934,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,41.0,0,1,19.5,30-44,S,0,41.0,41.0,19.5,3.0204248861443626,2,0,1,True,False,False,True,False,False,True,False,0.9513520691383821,-0.22211944284253596,0.06007112543995847,-0.47454519624983954,0.7676298785983874,0.059159876663617626
0,male,37.0,0,1,29.7,30-44,C,1,37.0,37.0,29.7,3.4242626545931514,2,0,0,False,False,False,False,False,True,False,False,0.637015293774069,0.2761676298198501,0.4770416648490861,-0.47454519624983954,0.7676298785983874,0.059159876663617626
1,female,,0,0,7.75,,Q,0,21.5,21.5,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,63.0,1,0,77.9583,60+,S,1,63.0,57.75,65.6344,4.368919865004903,2,0,1,False,False,False,True,True,False,False,False,2.267637315976444,2.0316232164746784,1.452419049919151,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,female,45.0,0,0,7.75,45-59,S,0,45.0,45.0,7.75,2.169053700369523,1,1,1,False,True,False,True,True,False,False,False,1.2656888445026953,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,0.0,,S,0,30.0,30.0,0.0,0.0,1,1,0,True,False,False,True,False,True,False,False,0.08692593688652077,-1.1747270817559212,-3.0585777291682934,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,7.0,4,1,29.125,0-9,Q,0,7.0,7.0,29.125,3.405355391810819,6,0,0,False,True,True,False,False,False,False,False,-1.7205105214582803,0.24807791739035287,0.457519539438721,3.1548090514635256,0.7676298785983874,2.5396987052416584
1,female,35.0,1,1,20.25,30-44,S,0,35.0,35.0,20.25,3.056356895370426,3,0,1,False,True,False,True,False,False,True,False,0.4798469060919123,-0.18548068749971344,0.0971716406458445,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,65.0,0,0,7.75,60+,Q,0,65.0,57.75,7.75,2.169053700369523,1,1,0,False,True,True,False,False,True,False,False,2.267637315976444,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,28.0,0,0,7.8542,18-29,S,0,28.0,28.0,7.8542,2.180891922715322,1,1,0,False,True,False,True,False,True,False,False,-0.07024245079563585,-0.7910362654711258,-0.806763380796033,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,16.0,0,0,9.5,10-17,S,0,16.0,16.0,9.5,2.3513752571634776,1,1,0,False,True,False,True,False,True,False,False,-1.0132527768885755,-0.710636180746836,-0.6307359423566569,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,19.0,0,0,8.05,18-29,S,0,19.0,19.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.7775001953653405,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,26.0,,S,1,40.0,40.0,26.0,3.295836866004329,1,1,0,False,False,False,True,False,True,False,False,0.8727678752973038,0.0954164367952591,0.3444394801955362,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,33.0,0,0,8.6625,30-44,C,0,33.0,33.0,8.6625,2.2682524139135403,1,1,0,False,True,False,False,False,True,False,False,0.3226785184097557,-0.7515494575463212,-0.7165619336211217,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,30.0,0,0,9.5,30-44,S,0,30.0,30.0,9.5,2.3513752571634776,1,1,0,False,True,False,True,False,True,False,False,0.08692593688652077,-0.710636180746836,-0.6307359423566569,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,22.0,0,0,7.8958,18-29,S,0,22.0,22.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,42.0,0,0,13.0,30-44,S,0,42.0,42.0,13.0,2.6390573296152584,1,1,0,True,False,False,True,False,True,False,False,1.0299362629794604,-0.539655322480331,-0.3336984726090336,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,22.0,0,0,7.75,18-29,Q,0,22.0,22.0,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5417476138421057,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,26.0,0,0,78.85,18-29,S,0,26.0,26.0,65.6344,4.380149874661021,1,1,1,False,False,False,True,True,False,False,False,-0.22741083847779245,2.0316232164746784,1.464014258564117,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,19.0,1,0,91.0792,18-29,C,1,19.0,19.0,65.6344,4.5226490762785785,2,0,1,False,False,False,False,False,False,True,False,-0.7775001953653405,2.0316232164746784,1.6111475224786775,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,36.0,0,0,12.875,30-44,C,1,36.0,36.0,12.875,2.630088659632498,1,1,0,True,False,False,False,False,True,False,False,0.5584310999329906,-0.5457617817041348,-0.3429588030007618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,24.0,0,0,8.85,18-29,S,0,24.0,24.0,8.85,2.2874714551839976,1,1,1,False,True,False,True,True,False,False,False,-0.38457922615994905,-0.7423897687106156,-0.6967178907118832,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,24.0,0,0,7.8958,18-29,S,0,24.0,24.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.38457922615994905,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,27.7208,,C,0,40.0,40.0,27.7208,3.357621598945279,1,1,0,False,False,False,False,False,True,False,False,0.8727678752973038,0.1794803970538311,0.4082334475616762,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,23.5,0,0,7.2292,18-29,C,0,23.5,23.5,7.2292,2.1076888046179385,1,1,0,False,True,False,False,False,True,False,False,-0.4238713230804882,-0.8215685615901446,-0.8823470582632056,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,female,2.0,1,2,151.55,0-9,S,1,2.0,2.0,65.6344,5.027492411162679,4,0,1,False,False,False,True,True,False,False,False,-2.1134314906636718,2.0316232164746784,2.132408321022389,0.4327933656785018,2.0089333664952354,1.299429290952638
1,male,,0,0,30.5,,S,1,40.0,40.0,30.5,3.449987545831587,1,1,0,False,False,False,True,False,True,False,False,0.8727678752973038,0.3152489688521941,0.5036031274312862,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,50.0,0,1,247.5208,45-59,C,1,50.0,50.0,65.6344,5.515526544247129,2,0,1,False,False,False,False,False,False,True,False,1.658609813708087,2.0316232164746784,2.6363132839087284,-0.47454519624983954,0.7676298785983874,0.059159876663617626
1,female,,0,0,7.75,,Q,0,21.5,21.5,7.75,2.169053700369523,1,1,1,False,True,True,False,True,False,False,False,-0.5810397107626448,-0.7961266098800885,-0.8189865811572414,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,,2,0,23.25,,Q,0,25.0,25.0,23.25,3.188416617383492,3,0,0,False,True,True,False,False,True,False,False,-0.30599503231887076,-0.03892566612842342,0.23352593393921808,1.340131927606843,-0.4736736092984604,0.6792945838081278
0,male,19.0,0,0,0.0,18-29,S,0,19.0,19.0,0.0,0.0,1,1,0,False,True,False,True,False,True,False,False,-0.7775001953653405,-1.1747270817559212,-3.0585777291682934,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,,0,0,12.35,,Q,1,28.0,28.0,12.35,2.5915163848462583,1,1,1,True,False,True,False,True,False,False,False,-0.07024245079563585,-0.5714089104441106,-0.38278544498532663,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,,0,0,8.05,,S,0,25.0,25.0,8.05,2.2027647577118348,1,1,0,False,True,False,True,False,True,False,False,-0.30599503231887076,-0.7814711077429595,-0.7841792430073967,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,male,0.92,1,2,151.55,0-9,S,1,0.92,0.92,65.6344,5.027492411162679,4,0,0,False,False,False,True,False,False,False,False,-2.1983024200120362,2.0316232164746784,2.132408321022389,0.4327933656785018,2.0089333664952354,1.299429290952638
1,female,,0,0,110.8833,,C,0,35.0,35.0,65.6344,4.717456363787216,1,1,1,False,False,False,False,True,False,False,False,0.4798469060919123,2.0316232164746784,1.812289926928167,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,17.0,1,0,108.9,10-17,C,1,17.0,17.0,65.6344,4.699570861409576,2,0,1,False,False,False,False,False,False,True,False,-0.9346685830474972,2.0316232164746784,1.7938227894866787,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,30.0,1,0,24.0,30-44,C,0,30.0,30.0,24.0,3.2188758248682006,2,0,0,True,False,False,False,False,True,False,False,0.08692593688652077,-0.002286910785600916,0.26497567234198965,0.4327933656785018,-0.4736736092984604,0.059159876663617626
1,female,30.0,0,0,56.9292,30-44,C,1,30.0,30.0,56.9292,4.0592215752427645,1,1,1,False,False,False,False,True,False,False,False,0.08692593688652077,1.6063596257942268,1.1326493972880125,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,24.0,0,0,83.1583,18-29,C,1,24.0,24.0,65.6344,4.432699549165613,1,1,1,False,False,False,False,True,False,False,False,-0.38457922615994905,2.0316232164746784,1.5182728441543658,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,18.0,2,2,262.375,18-29,C,1,18.0,18.0,65.6344,5.5735788721243535,5,0,1,False,False,False,False,True,False,False,False,-0.8560843892064189,2.0316232164746784,2.6962534687059603,1.340131927606843,2.0089333664952354,1.9195639980971482
0,female,26.0,1,1,26.0,18-29,S,0,26.0,26.0,26.0,3.295836866004329,3,0,1,True,False,False,True,False,False,True,False,-0.22741083847779245,0.0954164367952591,0.3444394801955362,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,28.0,0,0,7.8958,18-29,S,0,28.0,28.0,7.8958,2.1855792552411137,1,1,0,False,True,False,True,False,True,False,False,-0.07024245079563585,-0.7890040358414437,-0.8019236166026618,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
0,male,43.0,1,1,26.25,30-44,S,0,43.0,43.0,26.25,3.305053521109253,3,0,0,True,False,False,True,False,True,False,False,1.1085204568205387,0.1076293552428666,0.35395586016517094,0.4327933656785018,0.7676298785983874,0.6792945838081278
1,female,26.0,0,0,7.8542,18-29,S,0,26.0,26.0,7.8542,2.180891922715322,1,1,1,False,True,False,True,True,False,False,False,-0.22741083847779245,-0.7910362654711258,-0.806763380796033,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,24.0,1,0,26.0,18-29,S,0,24.0,24.0,26.0,3.295836866004329,2,0,1,True,False,False,True,False,False,True,False,-0.38457922615994905,0.0954164367952591,0.3444394801955362,0.4327933656785018,-0.4736736092984604,0.059159876663617626
0,male,54.0,0,0,14.0,45-59,S,0,54.0,54.0,14.0,2.70805020110221,1,1,0,True,False,False,True,False,False,False,True,1.9729465890724,-0.490803648689901,-0.2624619586252086,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
1,female,31.0,0,2,164.8667,30-44,S,1,31.0,31.0,65.6344,5.11118445372147,3,0,1,False,False,False,True,True,False,False,False,0.16551013072759907,2.0316232164746784,2.218822021910339,-0.47454519624983954,2.0089333664952354,0.6792945838081278
1,female,40.0,1,1,134.5,30-44,C,1,40.0,40.0,65.6344,4.908971640319756,3,0,1,False,False,False,False,False,False,True,False,0.8727678752973038,2.0316232164746784,2.010033264475824,0.4327933656785018,0.7676298785983874,0.6792945838081278
0,male,22.0,0,0,7.25,18-29,S,0,22.0,22.0,7.25,2.1102132003465894,1,1,0,False,True,False,True,False,True,False,False,-0.5417476138421057,-0.8205524467753036,-0.8797405693934278,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925
