age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
35.0,private,101387.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,50.0,united-states,<=50k
52.0,private,78012.0,hs-grad,9.0,widowed,sales,unmarried,white,female,40.0,united-states,<=50k
28.0,private,288598.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,35.0,united-states,<=50k
33.0,private,163392.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,48.0,united-states,>50k
21.0,private,82847.0,some-college,10.0,never-married,tech-support,not-in-family,white,female,50.0,united-states,<=50k
73.0,self-emp-not-inc,161251.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
38.0,private,192337.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,england,>50k
48.0,private,174386.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,el-salvador,>50k
17.0,private,147339.0,10th,6.0,never-married,craft-repair,own-child,other,female,32.5,united-states,<=50k
60.0,self-emp-not-inc,21101.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,amer-indian-eskimo,male,50.0,united-states,<=50k
34.0,private,203051.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,32.5,united-states,<=50k
38.0,private,234298.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,male,52.5,united-states,<=50k
67.0,self-emp-inc,171564.0,hs-grad,9.0,married-civ-spouse,prof-specialty,wife,white,female,32.5,england,>50k
39.0,private,140477.0,hs-grad,10.0,never-married,machine-op-inspct,not-in-family,white,female,32.5,united-states,<=50k
56.0,private,230039.0,7th-8th,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
50.0,private,341797.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
45.0,self-emp-inc,120131.0,7th-8th,4.5,married-civ-spouse,exec-managerial,husband,white,male,52.0,united-states,<=50k
41.0,private,29702.0,assoc-voc,11.0,never-married,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
25.0,private,240676.0,some-college,10.0,divorced,tech-support,own-child,white,female,40.0,united-states,<=50k
51.0,private,92463.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
59.0,private,43221.0,9th,5.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,>50k
19.0,private,200136.0,some-college,10.0,never-married,sales,own-child,white,female,32.5,united-states,<=50k
27.0,private,110622.0,5th-6th,4.5,never-married,sales,own-child,asian-pac-islander,female,32.5,other-merged,<=50k
41.0,local-gov,248406.0,hs-grad,9.0,separated,transport-moving,own-child,white,male,40.0,united-states,<=50k
42.0,private,262425.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,<=50k
20.0,private,416720.25,some-college,10.0,never-married,craft-repair,own-child,white,male,32.5,united-states,<=50k
35.0,federal-gov,133935.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
33.0,state-gov,290614.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
21.0,private,265148.0,hs-grad,9.0,never-married,handlers-cleaners,other-relative,white,male,38.0,jamaica,<=50k
41.0,private,190591.0,hs-grad,9.0,separated,other-service,unmarried,black,female,32.5,united-states,<=50k
42.0,private,268183.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,<=50k
63.0,private,134699.0,hs-grad,9.0,widowed,prof-specialty,not-in-family,white,female,32.5,united-states,<=50k
46.0,federal-gov,207022.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
56.0,self-emp-inc,208809.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
52.0,self-emp-inc,89041.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
50.0,private,71898.0,5th-6th,4.5,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,35.0,philippines,<=50k
50.0,self-emp-not-inc,167380.0,7th-8th,4.5,married-civ-spouse,farming-fishing,husband,white,male,40.0,united-states,<=50k
39.0,private,191002.0,hs-grad,9.0,never-married,sales,not-in-family,white,female,40.0,poland,<=50k
35.0,private,216473.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,50.0,united-states,>50k
19.0,private,164585.0,hs-grad,10.0,never-married,machine-op-inspct,own-child,white,female,40.0,united-states,<=50k
63.0,private,146196.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
41.0,self-emp-inc,253060.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
19.0,private,188669.0,some-college,10.0,never-married,sales,own-child,white,female,32.5,united-states,<=50k
51.0,private,133336.0,hs-grad,9.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
80.5,private,25955.0,11th,7.0,never-married,other-service,unmarried,amer-indian-eskimo,male,40.0,united-states,<=50k
24.0,private,82777.0,hs-grad,9.0,separated,machine-op-inspct,not-in-family,white,male,40.0,united-states,<=50k
57.0,local-gov,47392.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
60.0,self-emp-inc,181196.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
23.0,private,257621.0,bachelors,13.0,never-married,sales,not-in-family,white,female,45.0,united-states,<=50k
44.0,self-emp-not-inc,274363.0,hs-grad,9.0,divorced,sales,not-in-family,white,male,50.0,united-states,<=50k
25.0,private,135645.0,masters,14.0,never-married,sales,not-in-family,white,male,32.5,united-states,<=50k
34.0,private,121966.0,bachelors,13.0,married-spouse-absent,adm-clerical,not-in-family,white,female,45.0,united-states,<=50k
19.0,private,175652.0,11th,7.0,never-married,other-service,other-relative,white,female,32.5,united-states,<=50k
51.0,private,302146.0,11th,7.0,never-married,other-service,not-in-family,black,female,40.0,united-states,<=50k
28.0,private,138283.0,assoc-voc,11.0,never-married,other-service,not-in-family,white,female,40.0,united-states,<=50k
32.0,private,194740.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,52.5,greece,<=50k
35.0,private,334999.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,<=50k
20.0,private,224424.0,12th,8.0,never-married,machine-op-inspct,own-child,white,male,40.0,united-states,<=50k
56.0,private,282023.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,>50k
31.0,private,74501.0,hs-grad,9.0,divorced,other-service,unmarried,white,female,32.5,united-states,<=50k
67.0,private,159542.0,5th-6th,4.5,widowed,craft-repair,unmarried,black,female,40.0,united-states,<=50k
65.0,private,262446.0,11th,7.0,married-civ-spouse,other-service,husband,white,male,32.5,united-states,<=50k
47.0,private,80924.0,some-college,10.0,widowed,other-service,not-in-family,white,female,35.0,united-states,<=50k
29.0,private,54932.0,some-college,10.0,divorced,craft-repair,unmarried,white,male,35.0,united-states,>50k
39.0,private,416720.25,hs-grad,9.0,never-married,handlers-cleaners,other-relative,white,male,40.0,united-states,<=50k
20.0,private,116791.0,hs-grad,9.0,never-married,machine-op-inspct,other-relative,white,female,40.0,united-states,<=50k
74.0,private,104661.0,some-college,10.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
42.0,private,83411.0,some-college,10.0,divorced,exec-managerial,not-in-family,white,male,40.0,united-states,<=50k
41.0,federal-gov,371382.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,black,male,40.0,united-states,>50k
57.0,private,416720.25,12th,8.0,married-civ-spouse,transport-moving,husband,black,male,40.0,united-states,>50k
25.0,private,255647.0,hs-grad,10.0,married-civ-spouse,other-service,wife,white,female,32.5,mexico,<=50k
24.0,local-gov,32950.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,35.0,united-states,<=50k
45.0,local-gov,334039.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
58.0,private,104613.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
39.0,private,191103.0,hs-grad,9.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
25.0,private,213383.0,some-college,10.0,never-married,tech-support,own-child,white,male,40.0,united-states,<=50k
53.0,self-emp-not-inc,137547.0,prof-school,15.0,never-married,prof-specialty,not-in-family,asian-pac-islander,male,40.0,philippines,>50k
35.0,private,280966.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
22.0,private,198244.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,39.0,united-states,<=50k
59.0,private,359292.0,1st-4th,4.5,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,mexico,<=50k
40.0,private,163342.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,52.5,united-states,<=50k
28.0,private,297742.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
31.0,private,237824.0,hs-grad,9.0,married-spouse-absent,priv-house-serv,other-relative,black,female,52.5,jamaica,<=50k
48.0,self-emp-not-inc,82098.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,52.5,united-states,<=50k
27.0,private,255582.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
19.0,private,121788.0,some-college,10.0,never-married,sales,not-in-family,white,female,32.5,united-states,<=50k
40.0,private,126868.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,black,male,40.0,united-states,<=50k
44.0,private,198270.0,assoc-acdm,12.0,divorced,prof-specialty,not-in-family,white,female,43.0,united-states,<=50k
59.0,private,308118.0,assoc-acdm,12.0,widowed,exec-managerial,not-in-family,white,female,40.0,united-states,>50k
37.0,private,105803.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
30.0,local-gov,178383.0,some-college,10.0,separated,handlers-cleaners,not-in-family,black,male,40.0,united-states,<=50k
45.0,private,140644.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,>50k
60.0,self-emp-inc,160062.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,32.5,united-states,<=50k
62.0,private,176753.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
23.0,private,211527.0,some-college,10.0,never-married,handlers-cleaners,own-child,white,male,52.5,united-states,<=50k
33.0,self-emp-not-inc,48702.0,assoc-voc,11.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
34.0,private,263307.0,bachelors,13.0,never-married,sales,unmarried,black,male,45.0,united-states,<=50k
39.0,private,70240.0,some-college,10.0,married-civ-spouse,sales,wife,asian-pac-islander,female,40.0,philippines,<=50k
22.0,private,164922.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
27.0,private,311446.0,hs-grad,10.0,married-civ-spouse,adm-clerical,wife,white,female,40.0,united-states,>50k
43.0,private,83411.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,>50k
41.0,self-emp-not-inc,188738.0,hs-grad,9.0,divorced,craft-repair,unmarried,white,male,32.5,united-states,<=50k
61.0,local-gov,260167.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
24.0,private,170277.0,hs-grad,10.0,never-married,other-service,not-in-family,white,female,35.0,united-states,<=50k
18.0,self-emp-not-inc,212207.0,hs-grad,9.0,never-married,farming-fishing,own-child,white,male,32.5,united-states,<=50k
51.0,private,153486.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,45.0,united-states,>50k
28.0,private,153546.0,11th,7.0,divorced,other-service,unmarried,white,female,40.0,united-states,<=50k
47.0,self-emp-not-inc,131826.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
18.0,private,83492.0,7th-8th,4.5,never-married,machine-op-inspct,own-child,white,male,40.0,united-states,<=50k
41.0,private,183850.0,hs-grad,9.0,divorced,sales,not-in-family,white,male,50.0,united-states,<=50k
27.0,private,193898.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
46.0,local-gov,216414.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,40.0,united-states,>50k
49.0,self-emp-inc,158685.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,40.0,united-states,>50k
44.0,private,110908.0,assoc-voc,11.0,married-civ-spouse,transport-moving,wife,white,female,32.5,united-states,<=50k
32.0,private,73621.0,some-college,10.0,divorced,exec-managerial,unmarried,white,female,42.0,united-states,<=50k
64.0,federal-gov,173754.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
56.0,self-emp-inc,105582.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
80.5,private,226629.0,some-college,10.0,married-civ-spouse,other-service,wife,white,female,35.0,united-states,<=50k
22.0,private,347867.0,hs-grad,9.0,married-spouse-absent,sales,not-in-family,white,male,40.0,united-states,<=50k
54.0,private,200098.0,bachelors,13.0,divorced,craft-repair,not-in-family,black,female,52.5,united-states,<=50k
42.0,private,99373.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
40.0,private,223277.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,50.0,united-states,>50k
22.0,private,204160.0,hs-grad,9.0,divorced,machine-op-inspct,own-child,white,female,40.0,united-states,<=50k
33.0,private,138142.0,some-college,10.0,separated,craft-repair,unmarried,black,female,32.5,united-states,<=50k
41.0,self-emp-not-inc,157686.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
80.5,private,124187.0,hs-grad,9.0,never-married,farming-fishing,own-child,black,male,52.5,united-states,<=50k
53.0,private,218311.0,hs-grad,10.0,divorced,sales,not-in-family,white,female,35.0,united-states,<=50k
61.0,private,162432.0,some-college,10.0,divorced,other-service,not-in-family,white,female,40.0,united-states,<=50k
44.0,local-gov,387770.0,some-college,10.0,widowed,craft-repair,unmarried,white,female,32.5,united-states,<=50k
56.0,local-gov,381965.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
76.0,private,42209.0,9th,5.0,widowed,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
47.0,self-emp-inc,175958.0,bachelors,13.0,never-married,sales,not-in-family,white,male,52.5,united-states,<=50k
38.0,private,198216.0,some-college,10.0,divorced,exec-managerial,unmarried,white,female,40.0,united-states,<=50k
38.0,self-emp-not-inc,163204.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
40.0,state-gov,59460.0,some-college,10.0,divorced,craft-repair,unmarried,white,female,38.0,united-states,<=50k
80.5,private,262978.0,some-college,10.0,never-married,sales,not-in-family,white,male,32.5,united-states,<=50k
37.0,private,249208.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,husband,white,male,48.0,united-states,>50k
53.0,private,126368.0,some-college,10.0,never-married,craft-repair,not-in-family,white,female,50.0,united-states,>50k
24.0,private,184756.0,bachelors,10.0,never-married,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
24.0,private,29810.0,hs-grad,10.0,divorced,sales,not-in-family,white,female,38.0,united-states,<=50k
35.0,private,103986.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
29.0,private,116613.0,bachelors,10.0,never-married,adm-clerical,own-child,white,female,40.0,portugal,<=50k
80.5,private,132601.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,<=50k
38.0,private,204668.0,assoc-voc,11.0,separated,craft-repair,unmarried,white,female,32.5,united-states,<=50k
80.5,private,94392.0,11th,7.0,separated,other-service,unmarried,white,female,32.5,united-states,<=50k
43.0,local-gov,188280.0,masters,14.0,divorced,prof-specialty,unmarried,white,female,40.0,united-states,<=50k
67.0,self-emp-not-inc,152102.0,hs-grad,9.0,widowed,farming-fishing,not-in-family,white,male,52.5,united-states,<=50k
34.0,private,265807.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,<=50k
37.0,private,227545.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,44.0,united-states,>50k
48.0,private,199590.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,mexico,>50k
59.0,private,142182.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,>50k
35.0,private,61343.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
31.0,state-gov,86143.0,hs-grad,9.0,never-married,protective-serv,other-relative,asian-pac-islander,male,40.0,united-states,<=50k
42.0,private,142756.0,some-college,10.0,divorced,adm-clerical,unmarried,white,female,35.0,united-states,<=50k
38.0,private,153066.0,masters,14.0,divorced,exec-managerial,not-in-family,white,male,45.0,united-states,>50k
34.0,private,416720.25,some-college,10.0,never-married,prof-specialty,not-in-family,white,male,50.0,united-states,>50k
68.0,private,284763.0,11th,7.0,divorced,transport-moving,not-in-family,white,male,52.5,united-states,<=50k
80.5,private,185385.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
32.0,private,107793.0,hs-grad,9.0,divorced,other-service,own-child,white,male,40.0,united-states,<=50k
34.0,private,226443.0,hs-grad,9.0,divorced,adm-clerical,own-child,white,male,40.0,united-states,<=50k
49.0,local-gov,110172.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
35.0,federal-gov,23892.0,hs-grad,9.0,divorced,prof-specialty,unmarried,white,female,40.0,united-states,<=50k
48.0,private,273828.0,5th-6th,4.5,never-married,handlers-cleaners,not-in-family,white,male,40.0,mexico,<=50k
39.0,self-emp-not-inc,83242.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
20.0,private,125010.0,hs-grad,9.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
49.0,private,124604.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,white,male,32.5,united-states,<=50k
38.0,private,372559.0,some-college,10.0,married-civ-spouse,craft-repair,husband,black,male,40.0,united-states,<=50k
35.0,private,188888.0,bachelors,13.0,never-married,sales,not-in-family,white,male,40.0,united-states,>50k
56.0,private,56331.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,male,32.5,united-states,<=50k
24.0,private,117167.0,some-college,10.0,never-married,other-service,not-in-family,white,female,52.5,united-states,<=50k
46.0,private,102359.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
19.0,private,201743.0,some-college,10.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
35.0,private,240389.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,43.0,united-states,>50k
48.0,self-emp-not-inc,117849.0,some-college,10.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
30.0,private,121142.0,bachelors,13.0,never-married,sales,not-in-family,white,male,40.0,united-states,>50k
21.0,private,115895.0,some-college,10.0,never-married,sales,own-child,white,female,32.5,united-states,<=50k
51.0,private,155403.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,black,female,40.0,united-states,<=50k
34.0,self-emp-inc,79586.0,bachelors,13.0,never-married,prof-specialty,not-in-family,other,male,52.5,united-states,<=50k
52.0,private,183618.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
52.0,private,271749.0,12th,8.0,never-married,craft-repair,other-relative,black,male,40.0,united-states,<=50k
18.0,private,94196.0,hs-grad,9.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
37.0,private,216924.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,44.0,united-states,>50k
25.0,private,299908.0,some-college,10.0,married-civ-spouse,exec-managerial,wife,black,female,40.0,united-states,>50k
53.0,private,281425.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
36.0,private,252231.0,preschool,4.5,never-married,machine-op-inspct,not-in-family,black,male,40.0,puerto-rico,<=50k
27.0,private,163127.0,assoc-voc,11.0,married-civ-spouse,adm-clerical,wife,white,female,35.0,united-states,<=50k
80.5,private,173002.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
59.0,private,264357.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
31.0,private,231043.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
21.0,private,63665.0,some-college,10.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
31.0,private,36069.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,35.0,united-states,<=50k
62.0,private,247483.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
56.0,private,213105.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,36.0,united-states,>50k
21.0,private,301556.0,hs-grad,9.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
38.0,private,234962.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,32.5,mexico,<=50k
30.0,private,123397.0,hs-grad,9.0,never-married,handlers-cleaners,unmarried,white,female,40.0,united-states,<=50k
55.0,local-gov,143949.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,45.0,united-states,>50k
26.0,private,188626.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,48.0,united-states,<=50k
62.0,private,173601.0,bachelors,13.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
27.0,private,195562.0,hs-grad,9.0,never-married,craft-repair,own-child,black,male,32.5,united-states,<=50k
47.0,private,196707.0,prof-school,15.0,divorced,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
47.0,private,33865.0,some-college,10.0,divorced,craft-repair,not-in-family,white,female,48.0,united-states,<=50k
41.0,private,331651.0,prof-school,15.0,married-civ-spouse,exec-managerial,wife,white,female,50.0,japan,>50k
32.0,private,163530.0,hs-grad,9.0,divorced,other-service,unmarried,amer-indian-eskimo,female,40.0,united-states,<=50k
20.0,private,201680.0,some-college,10.0,never-married,craft-repair,own-child,white,male,35.0,united-states,<=50k
18.0,private,376647.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,32.5,united-states,<=50k
55.0,federal-gov,174533.0,bachelors,13.0,separated,other-service,unmarried,white,female,52.5,united-states,<=50k
44.0,private,165346.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
35.0,private,35854.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
30.0,private,361742.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,<=50k
35.0,private,241126.0,masters,14.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
43.0,private,306440.0,prof-school,15.0,never-married,prof-specialty,not-in-family,white,male,52.5,france,<=50k
80.5,private,416720.25,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,40.0,united-states,<=50k
30.0,private,252646.0,some-college,10.0,separated,transport-moving,not-in-family,white,male,32.5,united-states,<=50k
44.0,private,85440.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,45.0,united-states,<=50k
80.5,private,243674.0,hs-grad,9.0,separated,tech-support,not-in-family,white,male,46.0,united-states,<=50k
33.0,private,92865.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
48.0,self-emp-inc,51579.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
80.5,private,279615.0,bachelors,13.0,divorced,sales,own-child,white,female,40.0,united-states,<=50k
27.0,private,301654.0,hs-grad,9.0,never-married,exec-managerial,own-child,white,female,40.0,united-states,<=50k
24.0,state-gov,231473.0,assoc-acdm,12.0,married-civ-spouse,adm-clerical,husband,white,male,32.5,united-states,<=50k
23.0,state-gov,142547.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
53.0,private,22418.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
44.0,private,60414.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
80.5,private,50058.0,some-college,10.0,never-married,craft-repair,not-in-family,white,female,35.0,united-states,<=50k
19.0,private,57145.0,hs-grad,9.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
37.0,private,134088.0,assoc-acdm,12.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
34.0,private,90415.0,assoc-voc,11.0,never-married,tech-support,not-in-family,black,male,40.0,united-states,<=50k
57.0,private,199114.0,10th,6.0,separated,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
25.0,private,120238.0,11th,7.0,married-civ-spouse,transport-moving,husband,white,male,40.0,poland,>50k
57.0,private,348430.0,1st-4th,4.5,divorced,craft-repair,unmarried,white,male,40.0,portugal,<=50k
52.0,federal-gov,416720.25,some-college,10.0,divorced,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
59.0,state-gov,349910.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
53.0,private,156843.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,52.5,united-states,>50k
19.0,private,64112.0,12th,8.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
42.0,private,201495.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
51.0,self-emp-inc,180195.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,<=50k
30.0,private,169583.0,bachelors,13.0,married-af-spouse,exec-managerial,wife,white,female,40.0,united-states,>50k
33.0,private,213308.0,assoc-voc,11.0,separated,adm-clerical,own-child,black,female,50.0,united-states,<=50k
45.0,private,234699.0,hs-grad,9.0,married-spouse-absent,other-service,unmarried,black,female,52.5,united-states,>50k
53.0,private,394474.0,assoc-acdm,12.0,never-married,adm-clerical,unmarried,black,female,40.0,united-states,<=50k
63.0,private,331527.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
57.0,private,230899.0,5th-6th,4.5,separated,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
23.0,state-gov,93076.0,hs-grad,9.0,never-married,other-service,own-child,black,male,40.0,united-states,<=50k
39.0,private,160916.0,assoc-acdm,12.0,married-civ-spouse,craft-repair,wife,white,female,45.0,united-states,<=50k
24.0,private,107882.0,hs-grad,9.0,never-married,sales,not-in-family,white,female,40.0,united-states,<=50k
39.0,private,205359.0,assoc-acdm,12.0,widowed,craft-repair,unmarried,white,female,45.0,united-states,<=50k
49.0,private,175622.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
39.0,private,224531.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
25.0,private,255004.0,10th,6.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
40.0,private,409922.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
27.0,state-gov,208406.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,32.5,united-states,<=50k
20.0,private,202994.0,some-college,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
53.0,federal-gov,186087.0,hs-grad,9.0,divorced,tech-support,unmarried,white,male,40.0,united-states,<=50k
